topik,keyword,tweet,gambar,url,label
,,Nahkan bener ._. lesung pipi itu krn faktor keturunan. Bkn krn di buat (ditusuk-tusuk pake cabe) mitos itu-_-,,https://twitter.com/hannasepti13/status/211627981616058368,valid
,,Mamanya Asahi pas Asahi bayi suka nusukin pipi Asahi pakek cabe rawit ya dalem banget lesung pipinya:(,,https://twitter.com/kyualapie_/status/1344936404401360897,hoax
,,"kalo liat orang punya lesung pipi

orang2 
""manis banget ya""

gue
""pasti waktu kecil sering ditusuk2 pake cabe ni pipinya""",,https://twitter.com/bayu_joo/status/773102722694258688,hoax
covid ,covid akan hancur dengan air,"1. Covid-19 akan hancur dengan air (HOAX)
2. Klorokuin digunakan untuk pengobatan Covid-19 (FAKTA) // FDA baru-baru ini mengeluarkan ijin terbatas obat ini untuk pengobatan Covid-19
3. Alkohol dapat membunuh Covid-19 dalam tubuh (HOAX)
#tangkalhoaxcovid19
#BPOMLawanHoaks
#BPOMRI",covid akan hancur dengan air HOAX,https://twitter.com/ET_Febrian/status/1246077674583281664,valid
,,"ADENOVIRUS bukn virus BERAMPLOP. Sedngkn Virus Covid-19/SARS-COV-2 virus Beramplop. Virus Beramplop sangt Mudh hancur apabila terkena cairn pelarut lemak,Sinar matahri,air laut,Disinfektan. 

Sdngkn ADENOVIRUS kena DISINFEKTAN sja SUSAH hancurnya/Mati karna bukan virus Beramplop.",,https://twitter.com/sumariedjem/status/1379749326163902468,hoax
,,"Kalo virus covid sejenis bahan polimer yg bisa hancur kena panas .. bukannya berjemur ma minum air hangat jadi solusi .. 

Terus kan dia tuh nyari protein juga .. konsumsi protein yg banyak 

Mkn sayur ma buah .. jangan skip Wajah menikmati makanan",,https://twitter.com/jibeomkimwhyfe/status/1348816466108317696,hoax
,,"Kalau 260 juta rakyat melakukan hal yg sama Indonesia tidak ada covid 19, semua virus  msk got dan hanyut ke laut lepas, disitu hancur krn air asin! Zero death! Tapi kalo liat di TV malah sebaliknya!",,https://twitter.com/WidyanataT/status/1263120414777110535,hoax
,,air hujan mengandung senyawa zat asam. semoga corona hancur lebur terbakar kandungan asam dari air hujan. Amiin,,https://twitter.com/barrstwn/status/1265226641128558595,hoax
,,"""Corona akan hancur dengan air"" 
Ahli kesehatan mengatakan air biasa tidak bisa membunih virus,dan pedoman dari lembaga kesehatan merekomendasikan agar orang-orang mencuci tangan dengan air dan sabun untuk membunuh virus.
MOUSKA Layanan Disinfektan :Paku pin bulat http://mouska.co.id",,https://twitter.com/mouska_id/status/1244266665686134784,valid
,,"Corona virus jenis virus beramplop dan terdiri dari protein dan lemak.

Kekurangan virus: virus mudah hancur jika terkena pelarut lemak, seperti sabun,pemutih pakaian,sabun cuci piring. 5menit terkena sinar matahari akan hancur. Dan apabila terkena air laut virus juga akan hancur",,https://twitter.com/sumariedjem/status/1364908008782794753,hoax
corona,corona sejenis jamur,"[SALAH] Virus Corona Adalah Sejenis “Jamur Atau Mould”

Penyebab wabah COVID-19 adalah SARS-Cov-2 yang menurut WHO adalah masuk keluarga virus, BUKAN jamur.

Selengkapnya di https://bit.ly/2wnTX2H
 #CoronavirusFacts","virus: sejarah, ciri-cirinya dan penyebarannya",https://twitter.com/TurnBackHoax/status/1242323720049274880,valid
,,Corona virus sejenis jamur?. Dari sini sy pastikan tulisan anda tidak kredible ....,,https://twitter.com/ratnadewi1392/status/1241874543364304896,hoax
,,"Ada orang bikin utas terus dia bilang virus corona itu sejenis jamur. 

Ini ya kayak ngomong klo rendang itu sejenis cendol. Beda jauh, sejauh hatimu dan gebetanmu yg ditikung orang, kelues... Wajah tersenyum dengan mulut terbuka dan keringat dingin

Tp untung netijen yg ngebalesin pinter2. Minimal gak lupa pelajaran biologi dasar.",,https://twitter.com/tey_saja/status/1241965690069962757,hoax
,,Virus Corona sejenis jamur... njir mau maraaah.,,https://twitter.com/sjsindhuarta/status/1235935089046867971,hoax
,,apasih virus corona itu? Virus corona tidak lain dan tidak bukan adalah sejenis jamur wkwkwkwkwk. Virus ambek jamur ae wes bedo keluargaaaa Wajah menangis kencangWajah menangis kencangWajah menangis kencang.,,https://twitter.com/MaulidyaR/status/1241903099905634304,hoax
,,"Intinya dia bilang kalau corona itu sejenis jamur, bisa berkembang biak pakai media agar-agar and other dumbass statements gitu.",,https://twitter.com/yasuhow/status/1242010239957860352,hoax
,,"""saya sebagai scientist yg berkecimpung dalam hal ( biochemistry & biotechnology) paham betul apa itu yg disebut virus.""

""Corona Virus tidak lain dan tidak bukan adalah sejenis JAMUR/MOULD""",,https://twitter.com/gehaiena/status/1241979374175485952,hoax
whiskey,whiskey halal,"Ada 'Hoax Whiskey Halal', Mari Kenali Logo Halal dari Berbagai Negara http://detik.id/6AUbDz
",,https://twitter.com/detikcom/status/922769969485451264,valid
,,"Beredar Gambar Whiskey Halal, MUI: Itu Hoax dan Fitnah Pada Kemenag http://detik.id/6ZJVV6
",,https://twitter.com/detikcom/status/922707521797787649,valid
,,"Aneh bin ajaib..
Whiskey halal versi bar saudi
* Yang nama alcohol haram ya ttp haram sekalipun g 100%.",,https://twitter.com/kimikimberl18/status/1190910810958311424,hoax
,,hee?? ada whiskey halal..,,https://twitter.com/wirman_/status/180313269783891970,hoax
,,Whiskey halal? Ape ke bangang,,https://twitter.com/shahirtanaka/status/530669266480017408,hoax
,,Ade plakk whiskey halal!! Aduyai ape nak jd??,,https://twitter.com/juffrisamsuddin/status/135340159557320704,hoax
,,ini gimana??? oy gimana???? lama jack daniels ga pake alkohol... whiskey halal...... Wajah dengan air mata bahagiaWajah dengan air mata bahagia,,https://twitter.com/RizkyAnshari/status/1297773983559872514,hoax
abu janda ,abu janda koma ,"Abu Janda Koma, Cek Faktanya http://dlvr.it/RkTQZN
 #cekfakta",,https://twitter.com/VIVAcoid/status/1321294628914692098,hoax
,,(3) “Berita Abu Janda Hari Ini Keadaan Koma”,,https://twitter.com/TurnBackHoax/status/1323861306626121729,hoax
,,"ASTAGFIRULLAH, Abu Janda Koma, Cek Faktanya

Jauhi berita HOAX seperti nasihat dari Nabi Muhammad SAW",,https://twitter.com/humorberita/status/1321341228898680832,valid
,,"Disinformasi
Berita Abu Janda Hari ini dalam Keadaan Koma

https://facebook.com/satgascirt.bulelengkab.5/posts/395645808292365
 

Link Counter:
https://turnbackhoax.id/2020/10/28/salah-berita-abu-janda-hari-ini-keadaan-koma/
 https://kitabisa.com/campaign/urgentbantudista",berita abu janda hari ini keadaan koma,https://twitter.com/cirtbuleleng/status/1323070254033985537,hoax
,,"Mohon doanya kawan-kawan

Abu janda koma, cek faktanya
https://viva.co.id/amp/ragam/cek-fakta/1316703-abu-janda-koma-cek-faktanya?__twitter_impression=true


#PemudaBangkitLawanRezim 
#PemudaBangkitLawanRezim",,https://twitter.com/saim_soeltank/status/1321299016446021638,hoax
,,Benarkah Abu Janda Saat Ini Sedang Koma? - Berita7 https://bit.ly/3kIAfCw,,https://twitter.com/Berita7dotid/status/1321694358870003713,?
,,"Abu Janda Koma di Rumah Sakit Diduga Kena Adzab http://share.babe.news/s/QccNpwpQvR
 

Bagi pecinta abu janda Wajah dengan air mata bahagiaWajah dengan air mata bahagia",,https://twitter.com/B4123THT9/status/1321448050775109633,hoax
vaksin,vaksin di indonesia lebih mahal daripada di brazil,Wah! Harga Vaksin Covid-19 di Indonesia 7 Kali Lebih Mahal dari Brasil,,https://twitter.com/medcom_id/status/1315908080970866688,hoax
,,Benarkah Harga Vaksin COVID-19 di Indonesia Lebih Mahal? Ini Kata Bio Farma http://dlvr.it/Rm0kc0,,https://twitter.com/autoimuncare_/status/1329379406918287362,?
,,"[Cek Fakta] Benarkah Harga Vaksin Sinovac di Indonesia 1000% Lebih Mahal Daripada Brazil? Ini Faktanya https://bit.ly/3nVawbT
 #CekDuluMedcom #CaraBaruMenikmatiMedcom",gila! 1000% lebih mahal di indonesia harga vaksinya. Dikerjain lagi rakyat!,https://twitter.com/medcom_id/status/1316991209710055425,hoax
,,Direktur Utama Bio Farma Honesti Basyir membantah harga vaksin Sinovac yang dijual ke Indonesia lebih mahal daripada yang dipasarkan ke Brasil. #TempoBisnis,,https://twitter.com/tempodotco/status/1315891968996569088,valid
,,"Bos Bio Farma Bantah Cina Jual Vaksin Lebih Mahal ke Indonesia Ketimbang Brasil
",,https://twitter.com/tempodotco/status/1316035978855886849,valid
,,Harga Beli Vaksin Indonesia 1000 Persen Lebih Mahal!,,https://twitter.com/dniupdate/status/1316714455179440133,hoax
,,Bio Farma meluruskan isu soal harga vaksin Covid-19 yang dijual Sinovac China ke Indonesia lebih mahal dibandingkan ke negara lain seperti Brasil.,,https://twitter.com/kompascom/status/1316194778506117120,hoax
muhammadiyah ,muhammadiyah keluarkan fatwa haram memilih psi,"PP Muhammadiyah Bantah Keluarkan 'Fatwa Haram' Memilih PSI
 http://tribunnews.com/nasional/2018/03/26/pp-muhammadiyah-bantah-keluarkan-fatwa-haram-memilih-psi


| Ada media abal2 penyebar fitnah yg mencatut Muhammadiyah",PP Muhammadiyah bantah keluarkan 'Fatwa Haram' memilih PSI,https://twitter.com/GunRomli/status/978260595404283909,valid
,,"PP Muhammadiyah tak Keluarkan Fatwa Haram Pilih PSI #FatwaHaramPilihPSI http://jpnn.com/news/pp-muhammadiyah-tak-keluarkan-fatwa-haram-pilih-psi
",,https://twitter.com/jpnncom/status/978801098755473408,valid
,,"Simpatisan Amien rais haram memilih PSI, ingat, ini cuma simpatisan AR aja, bkn sikap resmi dari Muhammadiyah 
@psi_id
 

PP Muhammadiyah tak Keluarkan Fatwa Haram Pilih PSI #FatwaHaramPilihPSI http://jpnn.com/news/pp-muhammadiyah-tak-keluarkan-fatwa-haram-pilih-psi
",,https://twitter.com/otw_tajir/status/978824593073782786,hoax
,,"Untuk saudara2ku Muhammadiyah, mari kita haramkan partai 
@psi_id
 .
Ingat 
@AntoniRaja
 , kamu itu pernah dibesarkan oleh Muhammadiyah, jangan jadi malinkundang yang tak tahu diuntung...

Cc 
@muhammadiyah


“Fatwa Haram” Memilih PSI http://sangpencerah.id/2018/03/fatwa-haram-memilih-psi/
 lewat @@sangpencerahweb",,https://twitter.com/ardi_riau/status/977214629607702528,hoax
,,Sy dengar sdh ada FATWA dr Muhammadiyah tentang haram nya umat islam memilih PSI..???? Smoga benar apa adanya.,,https://twitter.com/achmadfuady4/status/977154403571585024,hoax
,,"Muak Dengan Ulah PSI, Laman FB warga Muhammadiyah Rilis Fatwa Haram Pilih PSI http://sholihah.net/2018/03/23/muak-dengan-ulah-psi-laman-fb-warga-muhammadiyah-rilis-fatwa-haram-pilih-psi/
",,https://twitter.com/SulthanID/status/977847188121268224,hoax
,,"Silahkan bermanuver mencari dukungan tokoh-tokoh.

 Yang jelas Mayoritas Netizen Muhammadiyah Dukung Fatwa Haram Pilih PSITengkorak",,https://twitter.com/AbidinZainmd/status/979001976875814917,hoax
anjing ,kontroller PS dari hidung anjing,"Lucu! Hoax Kontroler PS dari Hidung Anjing http://detik.id/VEXFnH
 via 
@detikinet",,https://twitter.com/detikcom/status/977449144628396032,valid
,,kiranya selama ni kita dok gesek hidung anjing la bila main ps?,,https://twitter.com/Imnizni/status/1258442951841087489,hoax
,,Wow ternyata tombol PS terbuat dari hidung anjing? #Sebarkan https://twitter.com/UnusuaIlmages/status/912443708645298177,,https://twitter.com/aulputriw/status/912971044155138048,hoax
,,Lapisan Analog PS dari Hidung Anjing? Hoax atau Fakta? http://gamodal.com/2018/03/24/lapisan-analog-ps-dari-hidung-anjing-hoax-atau-fakta/,,https://twitter.com/Sammz10/status/977490691814248448,?
,,Aku dengar analog joystick untuk PS dibuat guna kulit hidung anjing. Hemm make sense AnjingPudel,,https://twitter.com/nadzwaa/status/709331883813810176,hoax
,,"Pernah lama gak main ps gara2 ada rumor stick ps haram analog nya terbuat dari hidung anjing. BLOKK Wajah dengan air mata bahagia
Kutip Tweet
",,https://twitter.com/RobiGr16/status/1259122767418413062,hoax
,,ASTAGHFIRULLAH TERNYATA ANALOG STICK PS TERBUAT DARI KULIT HIDUNG ANJING! PENYESATAN AKHLAK! https://twitter.com/UnusuaIlmages/status/912443708645298177,,https://twitter.com/mericahitam/status/912946607250849792,hoax
pangeran ,pangeran arab saudi bunuh diri,"Pangeran Bunuh Diri hingga Bangun Gereja, Hoax yang Menimpa Arab Saudi http://moslemtoday.com/pangeran-bunuh-diri-hingga-bangun-gereja-hoax-yang-menimpa-arab-saudi/
 via 
@moslemtodaycom",,https://twitter.com/moslemtodaycom/status/994114395562115073,valid
,,"Pangeran Bunuh Diri hingga Bangun Gereja, Hoax yang Menimpa Arab Saudi http://dlvr.it/QS0RSK",,https://twitter.com/kumparan/status/993358016761102336,valid
,,Pangeran Arab Saudi Bunuh Diri Menolak Diusir dari Inggris?  https://dunia.tempo.co/read/1069867/pangeran-arab-saudi-bunuh-diri-menolak-diusir-dari-inggris?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Dunia_O,,https://twitter.com/temponewsroom/status/974603456097943552,?
,,"Detik-Detik Pangeran Arab Saudi Bunuh Diri di Bandara London
https://youtu.be/jiGjkeXdFJs
",,https://twitter.com/SyamsulLombok/status/973734960497549312,hoax
,,"Seperti kabar yang beredar, pangeran Arab Saudi Bandar bin Khalid bin Abdulaziz Al Saud dikabarkan bunuh diri di... https://fb.me/3IuA2PdBc",,https://twitter.com/fajarnational/status/974800775875645441,hoax
,,"Pangeran dan Putri Arab Saudi yang Mengalami Hal Tragis, Ada yang Tewas Bunuh Diri http://tz.ucweb.com/10_3KccJ
",,https://twitter.com/kifniman/status/1053749724895834112,hoax
,,"Pangeran Arab Saudi Bunuh Diri Menolak Diusir dari Inggris? via 
@tempodunia
  https://dunia.tempo.co/read/1069867/p",,https://twitter.com/korantempo/status/974146234536681472,hoax
henry cavill ,henry cavill meninggal dunia,"Dikabarkan Google Meninggal, Henry Cavill padahal masih segar bugar nih kawula muda!

Aktor Inggris berusia 35 tahun ini baru saja mengetahui bahwa google menuliskan kematiannya pada 3 Maret lalu, WADAAAW

 Btw, lo pernah di gosipin yang nggak nggak gak? apa tuh #DGITM",,https://twitter.com/Prambors/status/971916125523951616,valid
,,Henry Cavill Pemeran Superman Meninggal? Ternyata Cuma Hoax https://goo.gl/fb/k4tVxr,,https://twitter.com/ockygsb/status/970873179345424384,valid
,,AKTOR Laga Henry Cavill dikabarkan meninggal dunia https://fb.me/LX8fpOrI,,https://twitter.com/fajarnational/status/970868589313056768,hoax
,,"Dikabarkan telah meninggal, seperti ini ekspresi kaget Henry Cavill ‘Superman’, Ada-ada saja! https://horassumutnews.com/2018/03/06/dikabarkan-telah-meninggal-seperti-ini-ekspresi-kaget-henry-cavill-superman-ada-ada-saja/",,https://twitter.com/HorasSumutNews6/status/970997265392422914,hoax
,,"Info Menarik Terbaru Tentang (Pemeran Superman, Henry Cavill Dikabarkan Meninggal, Dia Beri Klarifikasi Kocak Ini) - http://infomenarik-terbaru.com/pemeran-superm",,https://twitter.com/abumusa86/status/970888377099841537,hoax
,,"Dikabarkan Google Meninggal, Henry Cavill Unggah Foto Ini https://goo.gl/fb/f45hBs
 #kplg #hollywood",,https://twitter.com/radarkota/status/970739933404114946,hoax
,,"Digosipkan Meninggal, Henry Cavill Malah Asyik Latihan Jiu-jitsu https://goo.gl/fb/h9gsSV",,https://twitter.com/kebenaran_21/status/971349875702095874,hoax
starbucks,starbucks haram di malaysia,"Isu 'Starbucks haram' sengaja diulang di media sosial

Jabatan Kemajuan Islam Malaysia (Jakim) mengesahkan kenyataan tular tokoh agama, Dr Zahazan Mohammad yang…",Saya tak pernah kata kedai itu haram',https://twitter.com/MyJAKIM/status/1169059071288389632,valid
,,Ternyata isu haram starbucks udah ada dari tahun 2004 ya di Malaysia.. ckck persaingan bisnis ya Min..,,https://twitter.com/Miss_Ichel/status/375839486900322304,valid
,,"Saya juga bingung kenapa pula minum Starbuck haram karena LGBT terus masuk neraka. Terus di Mecca,Madina,Saudi Arabia,UAE,& Malaysia rileks je rakyat mereka yang Muslim makan kue & minum kopi di 
@Starbucks
 
@StarbucksMY
 .

Yang di Indonesia tak perlu nak ikut Iran atau Pakistan.",,https://twitter.com/amiryogi/status/990197954962014208,hoax
,,Starbucks haram di Malaysia ?,,https://twitter.com/augantino/status/192849445266800640,hoax
,,"Aku masih tertanya,kenapa kalau arak tu haram, kenapa di jual ni negara Malaysia? Kalau starbucks haram, kena dibina di Malaysia? Kenapa?",,https://twitter.com/AdamIH_/status/286828929711472640,hoax
,,dan secara tiba tiba Starbucks telah disahkan HARAM oleh Jakim selepas lebih 100 buah cawangan di Malaysia ditubuhkan.,,https://twitter.com/natashanazan/status/311527926380244992,hoax
,,"Kalau Starbucks Coffee itu HARAM, kenapa cawangan dia masih dibuka di Malaysia ? Kebulur lah aku nak minum Starbucks lepas ni. Hmm",,https://twitter.com/hudahudson1/status/451979902468624384,hoax
permen jari ,permen jari mengandung narkoba,"Badan POM: Permen Jari Negatif Narkoba. Info lengkap klik -> http://bit.ly/2elYOT9
",Permen jari,https://twitter.com/BPOM_RI/status/788038248731774977,valid
,,Badan POM soal Hasil Uji Lab Permen Jari: Negatif Narkoba http://detik.id/VUvHRF,HOAX OR NOT?,https://twitter.com/detikcom/status/787183922878611456,valid
,,"Dugaan Permen Jari Narkoba, Ini Penjelasan Importir http://dlvr.it/MT21tC",,https://twitter.com/VIVAcoid/status/787962660746776576,hoax
,,"HAK JAWAB: Distributor Bantah Permen Jari Mengandung Narkoba: Permen Jari sudah terdaftar di BPOM da... http://bit.ly/2ekyx7P
 #okezone",,https://twitter.com/ReachRGlea/status/787875266508890113,hoax
,,HAK JAWAB: Distributor Bantah Permen Jari Mengandung Narkoba: Permen Jari sudah terdaftar di BPOM dan telah d... http://bit.ly/2ekyx7P,,https://twitter.com/RizggerF/status/787874828447428609,hoax
,,"waspada permen jari narkoba ini semakin beredar luas di Indonesia.  http://optidaily.com/entertainment/2016/3222/foto-gambar-permen-jari-narkoba-hari-ini-disita-bnn
 via 
@optidaily",,https://twitter.com/OptiDaily/status/786437919640662016,hoax
,,"Permen Jari Dikabarkan Mengandung Narkoba, Ini Tindakan BNN: Kabar permen jari yang mengandung narkoba sehing... http://bit.ly/2dPlSg",,https://twitter.com/KoyanBtm/status/786939186234335232,hoax
sari roti ,sari roti berubah nama menjadi garmelia ,Hoax Sari Roti Berganti Nama Menjadi Garmelia - Anti Berita Hoax http://antiberitahoax.id/2017/01/hoax-sari-roti-berganti-nama-menjadi.html,,https://twitter.com/anti_beritahoax/status/831637660888240128,valid
,,"[HOAX] Garmelia Bukan Sari Roti
https://m.facebook.com/story.php?story_fbid=1093055077463326&id=855770091191827",Namanya garmelia.. Dulu namanya sari roti,https://twitter.com/TeamSekoci/status/820112827864100864,hoax
,,Benar gak sih dong SARI ROTI ganti nama jd GARMELIA..?,,https://twitter.com/ziba_tajul/status/819083312916332544,hoax
,,"""Sari roti"" berubah nama jadi ""Garmelia"" Wajah dengan air mata bahagia",,https://twitter.com/hery15irawan/status/819603654214680576,hoax
,,"#TURNBACKHOAX :  Viral Boikot Sari Roti Yang Ganti Nama Jadi Garmelia https://goo.gl/fb/kXNfbh
 #beritabokis",,https://twitter.com/BeritaBokis/status/826919328385753094,hoax
,,Branding dan produk roti Garmelia kok makin mirip Sari Roti ya. Mengekorkah?,,https://twitter.com/svatria/status/268257975074967552,hoax
,,"[HOAX] Sari Roti Nyamar, Episode 2

Beredar Rumor tentang Sari Roti yang disamakan Dengan Roti Garmelia,dengan... http://fb.me/3dh05AUbU",,https://twitter.com/indohoaxbuster/status/819439039820480512,hoax
kim jong un,kim jong un meninggal dunia,"[SALAH] Foto “Kim Jong-un Meninggal Dunia Jadi Trending Twitter”

Foto suntingan, aslinya: foto jenazah Kim Jong Il, ayah Kim Jong Un yang diletakkan di peti kaca.

Selengkapnya di https://bit.ly/3aMRNYp
 #LawanHoax",,https://twitter.com/TurnBackHoax/status/1255157430398316546,valid
,,"Jika Kim Jong Un Benar Meninggal, Kondisi Korea Utara Bakal Gawat http://dlvr.it/RVWw8P
",,https://twitter.com/KompasTV/status/1254684478087159809,hoax
,,"Diisukan Meninggal, Kereta Kim Jong Un Terlihat di Foto Satelit http://dlvr.it/RVW8D5
",,https://twitter.com/KompasTV/status/1254578398392811521,hoax
,,"Dirumorkan Meninggal, Pejabat Korsel Sebut Kim Jong Un Masih Hidup dan Sehat   https://ift.tt/3bIulgj
Dirumorkan Meninggal, Pejabat Korsel Sebut Kim Jong Un Masih Hidup dan Sehat   https://ift.tt/3bIulgj
",,https://twitter.com/HaiMagazine/status/1254667286767681541,hoax
,,"Jika Kim Jong Un Meninggal, Korut Bakal Dipimpin Diktator Perempuan",,https://twitter.com/jawapos/status/1254402414091759617,hoax
,,"Kim Jong Un ilang, pada ribut berspekulasi... Ada yang nyariin, ada yang bilang udah meninggal, ada yang bilang masih hidup, ada yang bilang sembunyi takut corona... 
Ternyata, dia masih hidup khan...
Giliran Alloh ilang dari hati lo, lo santai santai aja brooh...?

#kimjongun",,https://twitter.com/je_noorjaya73/status/1256404630440824832,hoax
,,"Kalo Kim Jong Un beneran meninggal, terus diganti sama adik perempuannya, Kim Yo Jong, sebagai supreme leader, damn diktator perempuan pertama di dunia",,https://twitter.com/oxfara/status/1254943388111179776,hoax
gubernur,anies gubernur terbaik didunia,"Anies Baswedan dinobatkan menjadi gubernur terbaik dunia?

Ini adalah foto Gubernur Jakarta Anies dan peserta forum walikota dunia #WCSMF lainnya di tahun 2019. Forum itu tidak menganugerahkan gelar ""gubernur terbaik dunia"".

http://u.afp.com/GubernurAnies
",,https://twitter.com/AFPperiksafakta/status/1220608226871263233,hoax
,,"Jagad Facebook pernah dihebohkan dgn auto like dari Fanpage gabener 
@aniesbaswedan
 

Semburan dusta mulai disebar oleh bigot-bigotnya.

Strategi [FoF] GAGAL TOTALWajah menyeringaiPengeras suara publik

[Cek Fakta] Anies Dinobatkan Jadi Gubernur Terbaik Dunia? Ini Faktanya https://liputan6.com/cek-fakta/read/4162403/cek-fakta-anies-dinobatkan-jadi-gubernur-terbaik-dunia-ini-faktanya
",,https://twitter.com/kangdede78/status/1220497406631956482,hoax
,,"[Cek Fakta] Anies Baswedan Dinobatkan jadi Gubernur Terbaik Dunia? Ini Faktanya https://bit.ly/3cqFmUq
 #CekDuluMedcom #CaraBaruMenikmatiMedcom",,https://twitter.com/medcom_id/status/1308995489703043072,hoax
,,"[Cek Fakta] Anies Dinobatkan Jadi Gubernur Terbaik Dunia? Ini Faktanya

Setelah ditelusuri, kabar tentang Anies Baswedan yang dinobatkan sebagai gubernur terbaik di dunia ternyata tidak benar. 
@My_LoveNebe
 
@b4yuw
 
@AlvinoLulu
 
@NannyAlexendry
 
@cintada17",,https://twitter.com/Aryprasetyo85/status/1220321147641720832,valid
,,"°
°

Diunggah sendiri, diramein sendiri, dijelek²in sendiri, abis itu puas sendiri, gila sendiri Wajah tersenyum dengan mulut terbuka dan keringat dinginWajah dengan air mata bahagia

Cek Fakta : 
Beredar Foto Yg Perlihatkan Anies Baswedan Dinobatkan sebagai Gubernur Terbaik di Dunia

https://martirnews.com/2020/10/cek-fakta-beredar-foto-yang-perlihatkan.html?m=1


Tangan menulis Ediez Eidelweiss 
https://m.facebook.com/story.php?story_fbid=223941569065243&id=100043482041850
",,https://twitter.com/bwarmed/status/1318953774837215232,hoax
,,"Setelah ditelusuri, kabar tentang Anies Baswedan yang dinobatkan sebagai gubernur terbaik di dunia ternyata tidak benar. Gambar yang disebarkan oleh akun facebook Moeh Fadhil Sembiring ternyata bukan penobatan gubernur terbaik di dunia.
",,https://twitter.com/Aryprasetyo85/status/1220321424801271808,valid
,,"Abu Janda Demo 
@aniesbaswedan
 itu bukan karena banjir tapi karena iri sama ini,  
@aniesbaswedan
 dinobatkan sebagai  Gubernur terbaik didunia 
Ya Maklum aja deh",,https://twitter.com/Pondonbetawi/status/1218066116406177793,hoax
tinta cumi,tinta cumi haram,"Heboh Tinta Cumi Dianggap Najis dan Haram Dimakan, Apa Benar?",,https://twitter.com/detikfood/status/1266943975224537088,?
,,Mungkin mereka pake dalil tinta cumi adl darah jd cumi haram,,https://twitter.com/Mimi_Hokyah/status/1420299141209411590,hoax
,,"Yup, tinta cumi halal dimakan.
Yg haram dimakan itu tinta printer Tertawa berguling di lantaiTertawa berguling di lantai",,https://twitter.com/ciroooo17/status/1328691801180438529,?
,,"1. Cumi hewan laut. Dan hukum asal hewan laut itu HALAL. Baik hidup atau mati (bangkai), baik kulit, daging, ataupun darahnya

Jadi apa yg terkandung dlm hewan laut, semuanya HALAL. Termasuk tinta cumi.Kilauan cahaya","""Laut itu suci airnya dan halal bangkainya"" [silsilah Al ahadits al shahihah no.480]",https://twitter.com/lilaccountz/status/1328682083565244416,valid
,,"1. CAIRAN HITAM CUMI-CUMI
Katanya, tinta hitam cumi-cumi itu haram dimakan?
#fikih",,https://twitter.com/akhinarovin/status/582758357288681472,hoax
,,"Demi apapun, katanya tinta cumi haram ya? I cinta mati ama cumi tinta itammmmWajah menangis kencangWajah menangis kencang",,https://twitter.com/kidalgirl/status/1265274135111847937,hoax
,,"Smpet baca soal tinta cumi haram 
Pantas saja nikmatttttt",,https://twitter.com/Yovan_lakstria/status/1278926787607556096,hoax
biskuit,biskuit terbakar mengandung lilin,"Biskuit Mudah Terbakar, Nissin Bantah Produknya Mengandung Lilin http://okz.me/VgAK
",,https://twitter.com/okezonenews/status/706756299954868225,hoax
,,"Klarifikasi BPOM tentang biskuit yg mudah terbakar ini:... http://fb.me/WDycJI9O
",,https://twitter.com/wana_asysyifa/status/721938496433197056,hoax
,,"Sekalian aja tak jelasin pake bhsa yg bikin dia pusing ""kemungkinan bahan bikin biskuitnya mudah terbakar. Biasanya biskuit pake shortening"" 

Mana ngerti ya Ibu2 sama shortening. Taunya ""lenga"", with an a (dibaca a), logat banyumas",,https://twitter.com/LinaKhanif/status/1073476487183925248,hoax
,,"HOAX: Biskuit Mudah Terbakar Karena Mengandung Lilin

https://turnbackhoax.id/2017/01/26/hoax-biskuit-mudah-terbakar-karena-mengandung-lilin/
",,https://twitter.com/anthony_harry/status/833976339124215808,hoax
,,"Itu namanya pembodohan, bukan bahannya lilin, semua biskuit yg kadar airnya rendah akan mudah terbakar, di tambah serat serat biskuitnya yg dapat menjalarkan api dengan cepat. Bukan ada lilinnya. Coba aja merk lain selain itu yg biskuit kering, roti bagelen coba bakar.",,https://twitter.com/AbbaMuda_/status/1261299088466653184,valid
,,"Gawat!! Biskuit Crispy Crackers Nissin Kok Mudah Terbakar, Jangan Jangan Mengandung.... |... http://fb.me/2cXOfs1iA
",,https://twitter.com/bontangco/status/705767171297652736,hoax
,,"Biskuit Mudah Terbakar, Nissin Bantah Produknya Mengandung Lilin http://dlvr.it/KjTMJm
",,https://twitter.com/CatatanKertas/status/706763980333682688,hoax
white koffie ,white koffie mengandung babi,Penjelasan Badan POM RI terkait Luwak White Koffie yang dicurigai mengandung DNA Babi.,kode E-417 dijadikan isu keharaman. Adalah kode internasional untuk jenis pengemulsi. ,https://twitter.com/BPOM_RI/status/949436023569870848,valid
,,"Luwak White Koffie Diduga Mengandung Babi, Ini Penjelasan dari LPPOM MUI http://de.tk/lOndh
",,https://twitter.com/detikfood/status/324430575190544385,hoax
,,"Benarkah L*wak White Koffie Mengandung Babi? Inilah KEBENARANNYA http://dlvr.it/MH5plk
",,https://twitter.com/wajibbacacom/status/777044853943173120,hoax
,,Betul ga luwak white koffie mengandung babi?,,https://twitter.com/em_saidi/status/324361166434488320,?
,,"horor juga, buka kemasan keluar babi hohoRT @byunobel #INFO Luwak White Koffie Diduga Mengandung Babi.",,https://twitter.com/btsfifth/status/397648292340711424,hoax
